0	0	0	0	0	0	0	0	0	0	0	0	0	1.51515951506132	0	0	0	0	0	0	0	0	0	0	0	0	8.50709806172024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56059099101492	2.07824849806928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88137538207281	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3.98790604648604	0	0	0	0	0	0	0	0	0	0	0	5.59388964575917	0	0	0	0	0	0	0	0	0	4.25811490142895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41274833915373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63254401300638
0	1.51306409558827	0	0	0	6.74114722762867	8.48552049941571	1.5535995572032	0	0	0	0	0	3.07608311012688	0	0	3.59896175431117	0	0	12.9604890120705	0	0	0	0	0	0	0	1.56219397225839	0	14.8396536781121	0	2.14944210591717	0	13.9213191181623	0	0	3.4103801061718	0	0	0	0	0	0	0	0	13.3767642608275	0	8.22112271252955	0	0	0	0	0	3.06723256030521	4.45831284124069	0	0	1.61142770265822	10.5879983974182	14.7436635736908	4.69113552900437	1.43320080341744	0	0	7.75159638665281	0	0	0	0
0	0	0	0	0	1.84188759765441	6.03239571830483	0	5.55453562032495	0	15.1317531736901	2.85390382560243	2.78750125455904	2.71697178092476	0	15.253945372991	14.7618839367149	3.9560154658297	5.6353604267696	0	0	0	0	2.36415369072334	0	3.85934306507503	0	6.86082035263549	0	8.07263513052074	5.5823973614445	0	0	0	0	0	0	0	3.669246282645	0	0	2.97657194388705	15.0615613597239	0	0	13.9638656601054	1.29772209376703	0	4.17269998298886	0	3.04628261199672	1.46162273067618	0	0	1.85713234689221	7.87642146596955	0	14.3410836563632	12.8180598219715	4.23969500278789	10.3901415389843	13.1527474071642	6.03513538692722	0	0	5.48778839873586	0	0	3.46045880650116
0	0	0	7.53539134877277	1.39155539047049	13.673651461925	13.2168319984314	0	13.957392323551	0	15.3651569762164	13.6481917587606	0	6.08531745941326	1.66988881187978	15.1015803654337	14.9340464418593	7.24451038749159	0	12.2277731402516	0	0	0	0	0	2.95547054364922	0	14.2433634156329	0	13.2760293684332	0	12.0339754526658	4.1178924901467	11.6723567139691	0	0	0	0	0	0	0	0	15.3974606963087	0	0	14.8927676214659	5.57497739939994	4.95962427389746	0	8.10602569802696	0	13.9239804114649	0	1.50863654992113	0	8.49049910149856	0	15.8882135701721	15.0634257143464	11.6056762983241	14.1138156972118	15.4577482126743	13.9278282634295	0	0	8.14487869136046	7.69053135226548	0	0
1.50269811709977	0	0	0	0	0	0	2.28420990831047	0	0	14.5504371110229	0	1.30805926789233	1.51515951506132	0	14.5223011482799	13.9520401796861	0	0	0	0	0	0	0	0	2.46062865767042	8.73369769504392	11.6872477639394	0	0	0	2.62172203036008	0	0	0	0	2.07408149706415	0	0	0	0	0	14.8611776047077	0	0	14.1638103752605	0	0	0	0	0	0	0	0	0	0	0	14.4898897939037	13.6416012479795	7.64419703634409	10.404897302055	14.0570295341191	0	0	0	0	0	0	0
5.75963340840961	0	0	12.7341044448749	0	0	0	0	0	0	0	9.11340791722053	0	0	0	0	0	9.67867059485721	0	8.95806848079708	0	9.0378294385146	0	0	8.2515159450573	0	10.3877949540648	0	0	0	0	0	5.68858929451921	9.9745085630861	0	0	8.27255139763835	10.4874390684859	0	4.91549571853612	0	0	0	0	2.03048602907567	0	0	10.3482345321926	0	8.74340280787364	0	0	0	0	0	10.4771528088979	7.59024564151209	0	0	0	3.21375481074812	0	0	7.87168806973013	12.1219112126839	0	9.59793061981454	6.99151008854445	6.57530604248902
0	0	0	0	0	0	0	0	0	0	0	9.76490609855714	0	0	0	0	0	0	0	7.9609664313104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6199364227342	0	0	0	0	7.98028596905157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	14.5438619233251	0	0	1.51515951506132	0	14.6686719255169	14.7976614539116	0	0	0	0	0	0	0	0	2.46062865767042	0	0	0	3.11493218424278	0	0	0	0	0	0	0	0	0	0	0	0	14.6112438286599	0	0	13.4892014958787	0	0	0	0	0	0	0	0	0	4.42592840794712	0	13.6217743799203	13.2138287928898	0	6.4805013030459	11.2249276069587	5.17218804808327	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11.6651107403883	10.1618067310647	0	11.4164265122468	0	13.9081578392152	9.74932726763807	0	0	0	13.918560658953	13.3025792676476	0	0	4.87587284463723	0	0	0	0	1.51779995335865	2.95547054364922	0	11.6795374352287	0	5.96132570619301	0	11.6269122480779	0	7.86150319949407	0	0	0	0	0	0	0	5.47629086197634	13.871494755794	0	0	12.5084058753854	0	7.59241921550244	0	0	0	11.1072196740209	1.35409083488827	0	0	0	0	13.4004984556043	13.1981720373197	5.88627301551607	11.6826502258788	12.6931731520817	11.3487821727945	0	5.96703985007486	0	0	5.0251280755552	0
13.6882644462622	13.1203441976257	12.0690007251502	13.6185959509144	12.9002958716853	13.0167784688456	12.3959873630567	12.853380593962	12.6058880597722	13.5374193212148	12.3378669696762	12.439880781705	12.4412329159295	13.0533971339536	12.6296388527192	12.4250226723851	12.1456714982809	12.7692752392221	12.9153504281373	12.9976519101768	12.4633040084182	13.7065671584411	13.8571776112501	12.5906910712856	12.2619271079562	12.0335944088921	13.0490551750341	12.9087796391312	12.2758539033675	11.7230449869871	12.8440266855923	12.4928832409881	12.5071859762613	12.7138276663988	12.0075588115373	12.0539469212094	12.9647367212663	13.2095822824144	13.0771062932311	12.8029364183789	12.6246425097352	13.0051279292563	12.6758821938889	12.5121872639629	12.7001618529552	12.7984115006264	12.898002116586	13.9769945751705	12.9270874099576	12.5891741712398	11.2994941262786	12.934778963143	12.9650663019596	13.0204653642287	12.6487578653206	12.6752092847189	13.1793954855156	12.0732757627437	12.4163747505639	13.2461906261939	12.8901840563624	12.6624730733431	12.5655988178587	13.0144275299575	11.8948357291251	13.2286424338511	13.1370017117971	12.3751682217569	13.0711787826862
0	0	0	0	0	6.03605681366346	9.68521980688111	0	5.97951457347595	0	0	5.47919107106993	0	0	0	0	5.67317596645693	0	0	10.8564073962669	0	0	0	0	0	0	0	8.31011369694105	0	11.9888672138423	0	5.34057872351922	0	11.3098113810496	0	0	0	0	0	0	0	0	7.5441906499654	0	0	11.0444126553854	0	0	0	0	0	8.36208241197993	0	0	0	0	0	7.25842481988707	5.99837203264283	11.1233303113703	7.84557888691361	6.48258201355427	8.068974708926	0	0	0	7.69053135226548	0	0
0	0	0	13.1011372264611	0	0	0	0	0	0	0	8.39162066990182	0	0	0	0	0	11.5737853974402	7.4147505094073	8.37455568297387	0	0	0	0	0	0	10.3695078836907	7.6593656038323	0	0	4.30494118445612	0	0	10.9233145234387	0	0	0	9.72105314730691	0	0	0	0	6.24524495437736	0	0	4.65375175068279	0	11.1225997015976	0	10.2873804258896	0	0	0	0	0	12.9930943351144	0	6.90954944962631	0	0	1.91042827609947	0	0	0	11.9255989353959	11.336144905056	10.4797214534513	0	0
0	0	0	12.4117358953735	0	0	0	0	6.67519752966023	0	0	5.75358016941246	0	0	0	0	0	10.6809835310669	0	5.7907794856854	0	0	0	0	0	0	6.99510698781783	0	0	0	0	0	0	10.1295933877828	0	0	0	8.6059176932883	0	0	0	0	0	0	0	0	0	9.9907333947459	0	9.65308138755455	0	5.30713540174437	0	0	0	11.7866656280467	0	0	0	0	1.91042827609947	0	0	0	11.5687563529947	9.54062884957638	9.23267380845309	0	0
7.56889356436881	8.41070791266948	9.93609039865549	6.93246463343966	10.0066732942353	9.66184664179276	11.699239170145	10.9235450080237	9.36867039815466	9.17522320173854	7.76496481907399	8.53177224697169	9.5121175431	8.88572471308635	9.56628154347088	9.19674326198089	9.12832876424214	10.4477986198087	10.8729499887214	12.8700130592445	10.5680975535551	9.4851490239428	10.4775761605486	9.31851343886593	9.94663271676004	9.53964987832559	10.8146293282228	9.66445744739043	9.38281190876516	13.1180546879563	10.7240824613714	8.91324448773717	8.60449599871754	12.1368929566694	11.1424422495485	8.57105570988793	8.91951812167732	9.76659683115762	10.5980246330761	9.08159768690044	9.48332274720105	9.9078952024869	9.24995153273419	10.0583789650373	10.1716848311971	12.2341249825112	8.75718203794091	9.1147761116123	11.0116653606133	10.2036658393914	10.1697218655643	8.33098362697315	9.4981528939378	10.5161039463381	9.70575696845118	0	8.7758592747138	7.42298879547432	11.2752466833001	12.0548743944389	7.92961465512948	8.18872363691243	9.39757645351852	8.63047557270679	7.8941583422536	10.8966039786975	9.17850412402558	10.4010549567597	9.23577437587265
0	0	0	0	0	7.96081053705857	7.4973584978262	0	2.48538215098884	0	13.8358200490363	3.13535835024765	0	1.51515951506132	0	14.8182790147845	13.5937545922644	0	0	0	0	0	0	0	0	2.46062865767042	0	7.81761027341733	0	0	0	2.14944210591717	0	0	0	0	1.38149449334783	0	0	0	0	0	15.1555758177728	6.0245925955291	0	14.656830966075	0	7.67446602147574	0	0	0	0	0	0	0	0	0	13.344578314534	11.3874403159702	0	9.16720488948863	11.6732505340358	6.51426283825267	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04532019928977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
